PMID,PubDate,EPubDate,Source,AuthorList,Author,LastAuthor,Title,Volume,Issue,Pages,LangList,Lang,NlmUniqueID,ISSN,ESSN,PubTypeList,PubType,RecordStatus,PubStatus,ArticleIds,pubmed,rid,eid,History,medline,entrez,References,HasAbstract,PmcRefCount,FullJournalName,ELocationID,SO
27694800,2016 Dec,2016 Oct 3,Nat Chem Biol,Genee HJBali APPetersen SDSiedler SBonde MTGronenberg LSKristensen MHarrison SJSommer MO,Genee HJ,Sommer MO,Functional mining of transporters using synthetic selections.,12,12,1015-1022,English,English,101231976,1552-4450,1552-4469,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,27694800nchembio.218910.1038/nchembio.21892769480027694800,27694800,27694800,27694800,2016/01/26 00:002016/07/28 00:002016/10/25 06:002017/05/10 06:002016/10/04 06:00,2017/05/10 06:00,2016/10/04 06:00,"",1,11,Nature chemical biology,doi: 10.1038/nchembio.2189,2016 Dec;12(12):1015-1022
27769810,2017 Feb,2016 Oct 18,Gastroenterology,Sartor RBWu GD,Sartor RB,Wu GD,"Roles for Intestinal Bacteria, Viruses, and Fungi in Pathogenesis of Inflammatory Bowel Diseases and Therapeutic Approaches.",152,2,327-339.e4,English,English,0374630,0016-5085,1528-0012,Journal ArticleReview,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,27769810S0016-5085(16)35235-010.1053/j.gastro.2016.10.012PMC5511756NIHMS8730952776981027769810pmc-id: PMC5511756;manuscript-id: NIHMS873095;,27769810,27769810,27769810,2016/08/17 00:002016/10/13 00:002016/10/14 00:002016/10/23 06:002017/06/06 06:002016/10/23 06:00,2017/06/06 06:00,2016/10/23 06:00,"",1,32,Gastroenterology,doi: 10.1053/j.gastro.2016.10.012,2017 Feb;152(2):327-339.e4
27741163,2016 Nov/Dec,"",J Clin Gastroenterol,Valsecchi CCarlotta Tagliacarne SCastellazzi A,Valsecchi C,Castellazzi A,Gut Microbiota and Obesity.,"50 Suppl 2, Proceedings from the 8th Probiotics, Prebiotics & New Foods for Microbiota and Human Health meeting held in Rome, Italy on September 13-15, 2015","",S157-S158,English,English,7910017,0192-0790,1539-2031,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish,2774116310.1097/MCG.000000000000071500004836-201611001-000142774116327741163,27741163,27741163,27741163,2016/10/15 06:002016/10/16 06:002017/12/12 06:00,2017/12/12 06:00,2016/10/15 06:00,"",1,2,Journal of clinical gastroenterology,"","2016 Nov Dec;50 Suppl 2, Proceedings from the 8th Probiotics, Prebiotics & New Foods for Microbiota and Human Health meeting held in Rome, Italy on September 13-15, 2015:S157-S158"
27716148,2016 Oct 4,2016 Oct 4,BMC Gastroenterol,Wei XJiang SChen YZhao XLi HLin WLi BWang XYuan JSun Y,Wei X,Sun Y,Cirrhosis related functionality characteristic of the fecal microbiota as revealed by a metaproteomic approach.,16,1,121,English,English,100968547,"",1471-230X,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,2771614810.1186/s12876-016-0534-010.1186/s12876-016-0534-0PMC50510482771614827716148pmc-id: PMC5051048;,27716148,27716148,27716148,2015/12/30 00:002016/09/20 00:002016/10/08 06:002016/10/08 06:002017/02/10 06:00,2017/02/10 06:00,2016/10/08 06:00,"",1,3,BMC gastroenterology,"",2016 Oct 4;16(1):121
27710940,2016 Oct 1,2016 Sep 22,Acta Crystallogr F Struct Biol Commun,Summers ELMoon CDAtua RArcus VL,Summers EL,Arcus VL,"The structure of a glycoside hydrolase 29 family member from a rumen bacterium reveals unique, dual carbohydrate-binding domains.",72,Pt 10,750-761,English,English,101620319,"",2053-230X,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,27710940S2053230X1601407210.1107/S2053230X16014072PMC50531602771094027710940pmc-id: PMC5053160;,27710940,27710940,27710940,2016/06/10 00:002016/09/02 00:002016/10/07 06:002016/10/07 06:002017/11/29 06:00,2017/11/29 06:00,2016/10/07 06:00,"",1,0,"Acta crystallographica. Section F, Structural biology communications","",2016 Oct 1;72(Pt 10):750-761
27708392,2016 Oct 6,2016 Oct 6,Sci Rep,Liu WZhang JWu CCai SHuang WChen JXi XLiang ZHou QZhou BQin NZhang H,Liu W,Zhang H,Unique Features of Ethnic Mongolian Gut Microbiome revealed by metagenomic analysis.,6,"",34826,English,English,101563288,"",2045-2322,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,27708392srep3482610.1038/srep34826PMC50526152770839227708392pmc-id: PMC5052615;,27708392,27708392,27708392,2016/04/20 00:002016/09/19 00:002016/10/07 06:002016/10/07 06:002018/07/24 06:00,2018/07/24 06:00,2016/10/07 06:00,Sci Rep. 2017 Jan 04;7:39576. PMID: 28051107,1,1,Scientific reports,doi: 10.1038/srep34826,2016 Oct 6;6:34826
27703179,2016 Oct 5,2016 Oct 5,Sci Rep,Zantow JJust SLagkouvardos IKisling SDübel SLepage PClavel THust M,Zantow J,Hust M,Mining gut microbiome oligopeptides by functional metaproteome display.,6,"",34337,English,English,101563288,"",2045-2322,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,27703179PMC5050496srep3433710.1038/srep343372770317927703179pmc-id: PMC5050496;,27703179,27703179,27703179,2016/05/31 00:002016/09/12 00:002016/10/06 06:002016/10/06 06:002018/06/13 06:00,2018/06/13 06:00,2016/10/06 06:00,"",1,0,Scientific reports,doi: 10.1038/srep34337,2016 Oct 5;6:34337
27701454,2016,2016 Oct 4,PLoS One,Morikawa MTsujibe SKiyoshima-Shibata JWatanabe YKato-Nagaoka NShida KMatsumoto S,Morikawa M,Matsumoto S,Microbiota of the Small Intestine Is Selectively Engulfed by Phagocytes of the Lamina Propria and Peyer's Patches.,11,10,e0163607,English,English,101285081,"",1932-6203,Journal Article,Journal Article,PubMed - indexed for MEDLINE,"",2770145410.1371/journal.pone.0163607PONE-D-16-22746PMC50499162770145427701454pmc-id: PMC5049916;,27701454,27701454,27701454,2016/06/06 00:002016/09/12 00:002016/10/05 06:002016/10/05 06:002017/06/18 06:00,2017/06/18 06:00,2016/10/05 06:00,"",1,4,PloS one,doi: 10.1371/journal.pone.0163607,2016;11(10):e0163607
27695121,2016,2016 Oct 3,PLoS One,Umu ÖCBäuerl COostindjer MPope PBHernández PEPérez-Martínez GDiep DB,Umu ÖC,Diep DB,The Potential of Class II Bacteriocins to Modify Gut Microbiota to Improve Host Health.,11,10,e0164036,English,English,101285081,"",1932-6203,Journal Article,Journal Article,PubMed - indexed for MEDLINE,"",2769512110.1371/journal.pone.0164036PONE-D-16-22813PMC50476362769512127695121pmc-id: PMC5047636;,27695121,27695121,27695121,2016/06/07 00:002016/09/19 00:002016/10/04 06:002016/10/04 06:002017/06/16 06:00,2017/06/16 06:00,2016/10/04 06:00,"",1,3,PloS one,doi: 10.1371/journal.pone.0164036,2016;11(10):e0164036
27695034,2016,2016 Oct 3,PLoS One,Das ASrinivasan MGhosh TSMande SS,Das A,Mande SS,Xenobiotic Metabolism and Gut Microbiomes.,11,10,e0163099,English,English,101285081,"",1932-6203,Journal Article,Journal Article,PubMed - indexed for MEDLINE,"",2769503410.1371/journal.pone.0163099PONE-D-15-53958PMC50474652769503427695034pmc-id: PMC5047465;,27695034,27695034,27695034,2015/12/13 00:002016/09/03 00:002016/10/04 06:002016/10/04 06:002017/06/22 06:00,2017/06/22 06:00,2016/10/04 06:00,"",1,3,PloS one,doi: 10.1371/journal.pone.0163099,2016;11(10):e0163099
27651451,2017 Jan 25,2016 Sep 19,Nucleic Acids Res,Zolfo MTett AJousson ODonati CSegata N,Zolfo M,Segata N,MetaMLST: multi-locus strain-level bacterial typing from metagenomic samples.,45,2,e7,English,English,0411011,0305-1048,1362-4962,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,27651451gkw83710.1093/nar/gkw837PMC53147892765145127651451pmc-id: PMC5314789;,27651451,27651451,27651451,2016/09/10 00:002016/08/31 00:002016/07/16 00:002016/09/22 06:002017/06/16 06:002016/09/22 06:00,2017/06/16 06:00,2016/09/22 06:00,"",1,17,Nucleic acids research,doi: 10.1093/nar/gkw837,2017 Jan 25;45(2):e7
27644050,2016,2016 Sep 19,PLoS One,Smith-Brown PMorrison MKrause LDavies PS,Smith-Brown P,Davies PS,Mothers Secretor Status Affects Development of Childrens Microbiota Composition and Function: A Pilot Study.,11,9,e0161211,English,English,101285081,"",1932-6203,Journal Article,Journal Article,PubMed - indexed for MEDLINE,"",2764405010.1371/journal.pone.0161211PONE-D-16-04805PMC50280392764405027644050pmc-id: PMC5028039;,27644050,27644050,27644050,2016/02/02 00:002016/08/01 00:002016/09/20 06:002016/09/20 06:002017/08/15 06:00,2017/08/15 06:00,2016/09/20 06:00,"",1,4,PloS one,doi: 10.1371/journal.pone.0161211,2016;11(9):e0161211
27583441,2016,2016 Sep 1,PLoS One,Zhou SXu RHe FZhou JWang YZhou JWang MZhou W,Zhou S,Zhou W,Diversity of Gut Microbiota Metabolic Pathways in 10 Pairs of Chinese Infant Twins.,11,9,e0161627,English,English,101285081,"",1932-6203,Journal Article,Journal Article,PubMed - indexed for MEDLINE,"",2758344110.1371/journal.pone.0161627PONE-D-15-50605PMC50086252758344127583441pmc-id: PMC5008625;,27583441,27583441,27583441,2015/12/14 00:002016/08/09 00:002016/09/02 06:002016/09/02 06:002017/08/03 06:00,2017/08/03 06:00,2016/09/02 06:00,"",1,2,PloS one,doi: 10.1371/journal.pone.0161627,2016;11(9):e0161627
27559027,2016 Nov,2016 Aug 23,FEMS Microbiol Ecol,Santiago-Rodriguez TMFornaciari GLuciani SDowd SEToranzos GAMarota ICano RJ,Santiago-Rodriguez TM,Cano RJ,Taxonomic and predicted metabolic profiles of the human gut microbiome in pre-Columbian mummies.,92,11,"",English,English,8901229,0168-6496,1574-6941,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,27559027fiw18210.1093/femsec/fiw1822755902727559027,27559027,27559027,27559027,2016/08/19 00:002016/08/26 06:002016/08/26 06:002017/07/14 06:00,2017/07/14 06:00,2016/08/26 06:00,FEMS Microbiol Ecol. 2017 May 1;93(5):. PMID: 28369385FEMS Microbiol Ecol. 2017 May 1;93(5):. PMID: 28402470,1,3,FEMS microbiology ecology,pii: fiw182. doi: 10.1093/femsec/fiw182,2016 Nov;92(11)
27550859,2016 Aug 23,2016 Aug 23,Sci Rep,Liu LZhao XWang QSun XXia LWang QYang BZhang YMontgomery SMeng HGeng TGong D,Liu L,Gong D,Prosteatotic and Protective Components in a Unique Model of Fatty Liver: Gut Microbiota and Suppressed Complement System.,6,"",31763,English,English,101563288,"",2045-2322,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,27550859srep3176310.1038/srep31763PMC49940462755085927550859pmc-id: PMC4994046;,27550859,27550859,27550859,2016/01/21 00:002016/07/27 00:002016/08/24 06:002016/08/24 06:002018/05/23 06:00,2018/05/23 06:00,2016/08/24 06:00,"",1,4,Scientific reports,doi: 10.1038/srep31763,2016 Aug 23;6:31763
27502158,2016 Aug 8,2016 Aug 8,Microbiome,Estaki MPither JBaumeister PLittle JPGill SKGhosh SAhmadi-Vand ZMarsden KRGibson DL,Estaki M,Gibson DL,Cardiorespiratory fitness as a predictor of intestinal microbial diversity and distinct metagenomic functions.,4,1,42,English,English,101615147,"",2049-2618,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,2750215810.1186/s40168-016-0189-710.1186/s40168-016-0189-7PMC49765182750215827502158pmc-id: PMC4976518;,27502158,27502158,27502158,2015/12/30 00:002016/07/27 00:002016/08/10 06:002016/08/10 06:002017/07/07 06:00,2017/07/07 06:00,2016/08/10 06:00,"",1,19,Microbiome,doi: 10.1186/s40168-016-0189-7,2016 Aug 8;4(1):42
27469346,2016 Oct,2016 Jul 29,Nat Rev Endocrinol,Geach T,Geach T,Geach T,Gut microbiota: Antibiotics do not affect metabolism in obesity.,12,10,558,English,English,101500078,1759-5029,1759-5037,CommentJournal Article,Comment,PubMed - indexed for MEDLINE,ppublish+epublish,27469346nrendo.2016.12510.1038/nrendo.2016.1252746934627469346,27469346,27469346,27469346,2016/07/30 06:002016/07/30 06:002017/11/29 06:00,2017/11/29 06:00,2016/07/30 06:00,Cell Metab. 2016 Jul 12;24(1):63-74. PMID: 27411009,0,2,Nature reviews. Endocrinology,doi: 10.1038/nrendo.2016.125,2016 Oct;12(10):558
27428430,2016 Jun,2016 May 6,EBioMedicine,Chng KRChan SHNg AHQLi CJusakul ABertrand DWilm AChoo SPTan DMYLim KHSoetinko ROng CKDuda DGDima SPopescu IWongkham CFeng ZYeoh KGTeh BTYongvanit PWongkham SBhudhisawasdi VKhuntikeo NTan PPairojkul CNgeow JNagarajan N,Chng KR,Nagarajan N,Tissue Microbiome Profiling Identifies an Enrichment of Specific Enteric Bacteria in Opisthorchis viverrini Associated Cholangiocarcinoma.,8,"",195-202,English,English,101647039,"",2352-3964,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,27428430S2352-3964(16)30177-310.1016/j.ebiom.2016.04.034PMC49195622742843027428430pmc-id: PMC4919562;,27428430,27428430,27428430,2016/02/16 00:002016/04/13 00:002016/04/25 00:002016/07/19 06:002016/07/20 06:002017/02/15 06:00,2017/02/15 06:00,2016/07/19 06:00,EBioMedicine. 2016 Jun;8:12-3. PMID: 27428406,1,9,EBioMedicine,doi: 10.1016/j.ebiom.2016.04.034,2016 Jun;8:195-202
27411898,2016 Jul 14,2016 Jul 14,Sci Rep,Shin JLee SGo MJLee SYKim SCLee CHCho BK,Shin J,Cho BK,Analysis of the mouse gut microbiome using full-length 16S rRNA amplicon sequencing.,6,"",29681,English,English,101563288,"",2045-2322,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,27411898srep2968110.1038/srep29681PMC49441862741189827411898pmc-id: PMC4944186;,27411898,27411898,27411898,2016/04/19 00:002016/06/20 00:002016/07/15 06:002016/07/15 06:002018/05/25 06:00,2018/05/25 06:00,2016/07/15 06:00,"",1,17,Scientific reports,doi: 10.1038/srep29681,2016 Jul 14;6:29681
27409811,2016 Jul 21,2016 Jul 13,Nature,Pedersen HKGudmundsdottir VNielsen HBHyotylainen TNielsen TJensen BAForslund KHildebrand FPrifti EFalony GLe Chatelier ELevenez FDoré JMattila IPlichta DRPöhö PHellgren LIArumugam MSunagawa SVieira-Silva SJørgensen THolm JBTrošt KMetaHIT Consortium.Kristiansen KBrix SRaes JWang JHansen TBork PBrunak SOresic MEhrlich SDPedersen O,Pedersen HK,Pedersen O,Human gut microbes impact host serum metabolome and insulin sensitivity.,535,7612,376-81,English,English,0410462,0028-0836,1476-4687,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,27409811nature1864610.1038/nature186462740981127409811,27409811,27409811,27409811,2016/01/18 00:002016/06/14 00:002016/07/14 06:002016/07/15 06:002016/08/25 06:00,2016/08/25 06:00,2016/07/14 06:00,"",1,93,Nature,"",2016 Jul 21;535(7612):376-81
27400279,2016 Jul,2016 Jul 11,PLoS Comput Biol,Pasolli ETruong DTMalik FWaldron LSegata N,Pasolli E,Segata N,Machine Learning Meta-analysis of Large Metagenomic Datasets: Tools and Biological Insights.,12,7,e1004977,English,English,101238922,1553-734X,1553-7358,Journal Article,Journal Article,PubMed - indexed for MEDLINE,"",2740027910.1371/journal.pcbi.1004977PCOMPBIOL-D-15-01984PMC49399622740027927400279pmc-id: PMC4939962;,27400279,27400279,27400279,2015/11/25 00:002016/05/11 00:002016/07/12 06:002016/07/12 06:002017/06/24 06:00,2017/06/24 06:00,2016/07/12 06:00,"",1,28,PLoS computational biology,doi: 10.1371/journal.pcbi.1004977,2016 Jul;12(7):e1004977
27391011,2016,2016 Jul 8,PLoS One,Brittnacher MJHeltshe SLHayden HSRadey MCWeiss EJDamman CJZisman TLSuskind DLMiller SI,Brittnacher MJ,Miller SI,GUTSS: An Alignment-Free Sequence Comparison Method for Use in Human Intestinal Microbiome and Fecal Microbiota Transplantation Analysis.,11,7,e0158897,English,English,101285081,"",1932-6203,Clinical TrialJournal Article,Clinical Trial,PubMed - indexed for MEDLINE,"",2739101110.1371/journal.pone.0158897PONE-D-16-10267PMC49384072739101127391011pmc-id: PMC4938407;,27391011,27391011,27391011,2016/03/10 00:002016/06/23 00:002016/07/09 06:002016/07/09 06:002017/07/21 06:00,2017/07/21 06:00,2016/07/09 06:00,"",1,4,PloS one,doi: 10.1371/journal.pone.0158897,2016;11(7):e0158897
27336782,2016,2016 Jun 23,PLoS One,Pinheiro de Oliveira FMendes RHDobbler PTMai VPylro VSWaugh SGVairo FRefosco LFRoesch LFSchwartz IV,Pinheiro de Oliveira F,Schwartz IV,Phenylketonuria and Gut Microbiota: A Controlled Study Based on Next-Generation Sequencing.,11,6,e0157513,English,English,101285081,"",1932-6203,Journal Article,Journal Article,PubMed - indexed for MEDLINE,"",2733678210.1371/journal.pone.0157513PONE-D-16-05870PMC49189592733678227336782pmc-id: PMC4918959;,27336782,27336782,27336782,2016/02/10 00:002016/05/30 00:002016/06/24 06:002016/06/24 06:002017/07/25 06:00,2017/07/25 06:00,2016/06/24 06:00,"",1,3,PloS one,doi: 10.1371/journal.pone.0157513,2016;11(6):e0157513
27321997,2016 Jul 25,2016 Jun 16,Curr Biol,Zhang ZXu DWang LHao JWang JZhou XWang WQiu QHuang XZhou JLong RZhao FShi P,Zhang Z,Shi P,Convergent Evolution of Rumen Microbiomes in High-Altitude Mammals.,26,14,1873-9,English,English,9107782,0960-9822,1879-0445,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,27321997S0960-9822(16)30470-510.1016/j.cub.2016.05.0122732199727321997,27321997,27321997,27321997,2016/01/07 00:002016/04/10 00:002016/05/04 00:002016/06/21 06:002016/06/21 06:002017/12/27 06:00,2017/12/27 06:00,2016/06/21 06:00,"",1,4,Current biology : CB,doi: 10.1016/j.cub.2016.05.012,2016 Jul 25;26(14):1873-9
27295684,2017 Nov-Dec,2016 Jun 7,IEEE/ACM Trans Comput Biol Bioinform,Liu YHou TKang BLiu F,Liu Y,Liu F,Unsupervised Binning of Metagenomic Assembled Contigs Using Improved Fuzzy C-Means Method.,14,6,1459-1467,English,English,101196755,1545-5963,1557-9964,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2729568410.1109/TCBB.2016.25764522729568427295684,27295684,27295684,27295684,2016/06/14 06:002018/05/18 06:002016/06/14 06:00,2018/05/18 06:00,2016/06/14 06:00,"",1,0,IEEE/ACM transactions on computational biology and bioinformatics,doi: 10.1109/TCBB.2016.2576452,2017 Nov-Dec;14(6):1459-1467
27277524,2016 Jun 8,2016 Jun 8,BMC Genomics,Pop MPaulson JNChakraborty SAstrovskaya ILindsay BRLi SBravo HCHarro CParkhill JWalker AWWalker RISack DAStine OC,Pop M,Stine OC,Individual-specific changes in the human gut microbiota after challenge with enterotoxigenic Escherichia coli and subsequent ciprofloxacin treatment.,17,"",440,English,English,100965258,"",1471-2164,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,2727752410.1186/s12864-016-2777-010.1186/s12864-016-2777-0PMC48983652727752427277524pmc-id: PMC4898365;,27277524,27277524,27277524,2016/01/08 00:002016/05/25 00:002016/06/10 06:002016/06/10 06:002017/09/02 06:00,2017/09/02 06:00,2016/06/10 06:00,"",1,12,BMC genomics,doi: 10.1186/s12864-016-2777-0,2016 Jun 8;17:440
27242374,2016 Jul,2016 May 29,FEMS Microbiol Lett,Kohl KDConnelly JWDearing MDForbey JS,Kohl KD,Forbey JS,"Microbial detoxification in the gut of a specialist avian herbivore, the Greater Sage-Grouse.",363,14,"",English,English,7705721,0378-1097,1574-6968,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,27242374fnw14410.1093/femsle/fnw1442724237427242374,27242374,27242374,27242374,2016/05/24 00:002016/06/01 06:002016/06/01 06:002017/11/04 06:00,2017/11/04 06:00,2016/06/01 06:00,"",1,2,FEMS microbiology letters,pii: fnw144. doi: 10.1093/femsle/fnw144,2016 Jul;363(14)
27236827,2016 Jul-Aug,2016 May 25,C R Biol,Ehrlich SD,Ehrlich SD,Ehrlich SD,The human gut microbiome impacts health and disease.,339,7-8,319-23,English,English,101140040,1631-0691,1768-3238,Journal ArticleReview,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,27236827S1631-0691(16)30031-210.1016/j.crvi.2016.04.0082723682727236827,27236827,27236827,27236827,2016/03/16 00:002016/04/14 00:002016/04/14 00:002016/05/30 06:002016/05/30 06:002017/02/24 06:00,2017/02/24 06:00,2016/05/30 06:00,"",1,6,Comptes rendus biologies,doi: 10.1016/j.crvi.2016.04.008,2016 Jul-Aug;339(7-8):319-23
27231242,2016 Jul,2016 May 25,FEMS Microbiol Lett,Zhang LMu CHe XSu YMao SZhang JSmidt HZhu W,Zhang L,Zhu W,Effects of dietary fibre source on microbiota composition in the large intestine of suckling piglets.,363,14,"",English,English,7705721,0378-1097,1574-6968,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,27231242fnw13810.1093/femsle/fnw1382723124227231242,27231242,27231242,27231242,2016/05/23 00:002016/05/28 06:002016/05/28 06:002017/11/04 06:00,2017/11/04 06:00,2016/05/28 06:00,"",1,3,FEMS microbiology letters,pii: fnw138. doi: 10.1093/femsle/fnw138,2016 Jul;363(14)
27231050,2016 May 27,"",Nat Rev Immunol,Rooks MGGarrett WS,Rooks MG,Garrett WS,"Gut microbiota, metabolites and host immunity.",16,6,341-52,English,English,101124169,1474-1733,1474-1741,Journal ArticleReview,Journal Article,PubMed - indexed for MEDLINE,ppublish,27231050nri.2016.4210.1038/nri.2016.42PMC5541232NIHMS8829962723105027231050pmc-id: PMC5541232;manuscript-id: NIHMS882996;,27231050,27231050,27231050,2016/05/28 06:002016/05/28 06:002017/06/16 06:00,2017/06/16 06:00,2016/05/28 06:00,"",1,135,Nature reviews. Immunology,doi: 10.1038/nri.2016.42,2016 May 27;16(6):341-52
27203275,2017 Feb,2016 May 20,Environ Health Perspect,Gao BBian XMahbub RLu K,Gao B,Lu K,Sex-Specific Effects of Organophosphate Diazinon on the Gut Microbiome and Its Metabolic Functions.,125,2,198-206,English,English,0330411,0091-6765,1552-9924,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2720327510.1289/EHP202EHP202PMC52899042720327527203275pmc-id: PMC5289904;,27203275,27203275,27203275,2015/07/08 00:002015/10/27 00:002016/04/18 00:002016/05/21 06:002017/08/25 06:002016/05/21 06:00,2017/08/25 06:00,2016/05/21 06:00,"",1,11,Environmental health perspectives,doi: 10.1289/EHP202,2017 Feb;125(2):198-206
27191725,2016,2016 May 18,PLoS One,Gaulke CABarton CLProffitt STanguay RLSharpton TJ,Gaulke CA,Sharpton TJ,Triclosan Exposure Is Associated with Rapid Restructuring of the Microbiome in Adult Zebrafish.,11,5,e0154632,English,English,101285081,"",1932-6203,Journal Article,Journal Article,PubMed - indexed for MEDLINE,"",2719172510.1371/journal.pone.0154632PONE-D-15-56183PMC48715302719172527191725pmc-id: PMC4871530;,27191725,27191725,27191725,2015/12/28 00:002016/04/15 00:002016/05/19 06:002016/05/19 06:002017/07/25 06:00,2017/07/25 06:00,2016/05/19 06:00,"",1,11,PloS one,doi: 10.1371/journal.pone.0154632,2016;11(5):e0154632
27180802,2016 May 16,2016 May 16,Sci Rep,Cernada MBäuerl CSerna ECollado MCMartínez GPVento M,Cernada M,Vento M,Sepsis in preterm infants causes alterations in mucosal gene expression and microbiota profiles compared to non-septic twins.,6,"",25497,English,English,101563288,"",2045-2322,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,27180802srep2549710.1038/srep25497PMC48676192718080227180802pmc-id: PMC4867619;,27180802,27180802,27180802,2016/01/04 00:002016/04/15 00:002016/05/17 06:002016/05/18 06:002018/02/02 06:00,2018/02/02 06:00,2016/05/17 06:00,"",1,7,Scientific reports,doi: 10.1038/srep25497,2016 May 16;6:25497
27180722,2016 May 16,2016 May 16,Sci Rep,Sun BWang XBernstein SHuffman MAXia DPGu ZChen RSheeran LKWagner RSLi J,Sun B,Li J,Marked variation between winter and spring gut microbiota in free-ranging Tibetan Macaques (Macaca thibetana).,6,"",26035,English,English,101563288,"",2045-2322,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,27180722srep2603510.1038/srep26035PMC48674282718072227180722pmc-id: PMC4867428;,27180722,27180722,27180722,2015/12/16 00:002016/04/26 00:002016/05/17 06:002016/05/18 06:002018/04/13 06:00,2018/04/13 06:00,2016/05/17 06:00,"",1,12,Scientific reports,doi: 10.1038/srep26035,2016 May 16;6:26035
27154001,2016 May 6,2016 May 6,BMC Genomics,Warnke-Sommer JAli H,Warnke-Sommer J,Ali H,Graph mining for next generation sequencing: leveraging the assembly graph for biological insights.,17,"",340,English,English,100965258,"",1471-2164,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,2715400110.1186/s12864-016-2678-210.1186/s12864-016-2678-2PMC48599502715400127154001pmc-id: PMC4859950;,27154001,27154001,27154001,2016/01/09 00:002016/04/22 00:002016/05/08 06:002016/05/08 06:002017/09/02 06:00,2017/09/02 06:00,2016/05/08 06:00,"",1,0,BMC genomics,doi: 10.1186/s12864-016-2678-2,2016 May 6;17:340
27144353,2016 May 26,2016 May 4,Nature,Browne HPForster SCAnonye BOKumar NNeville BAStares MDGoulding DLawley TD,Browne HP,Lawley TD,Culturing of 'unculturable' human microbiota reveals novel taxa and extensive sporulation.,533,7604,543-546,English,English,0410462,0028-0836,1476-4687,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2714435310.1038/nature17645PMC4890681EMS675082714435327144353pmc-id: PMC4890681;manuscript-id: EMS67508;,27144353,27144353,27144353,2015/09/25 00:002016/03/08 00:002016/05/05 06:002016/05/05 06:002016/06/22 06:00,2016/06/22 06:00,2016/05/05 06:00,"",1,99,Nature,doi: 10.1038/nature17645,2016 May 26;533(7604):543-546
27142181,2016 Jul 15,2016 May 3,Cancer,Galloway-Peña JRSmith DPSahasrabhojane PAjami NJWadsworth WDDaver NGChemaly RFMarsh LGhantoji SSPemmaraju NGarcia-Manero GRezvani KAlousi AMWargo JAShpall EJFutreal PAGuindani MPetrosino JFKontoyiannis DPShelburne SA,Galloway-Peña JR,Shelburne SA,The role of the gastrointestinal microbiome in infectious complications during induction chemotherapy for acute myeloid leukemia.,122,14,2186-96,English,English,0374236,0008-543X,1097-0142,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2714218110.1002/cncr.30039PMC5574182NIHMS8083012714218127142181pmc-id: PMC5574182;manuscript-id: NIHMS808301;,27142181,27142181,27142181,2015/09/01 00:002016/02/08 00:002016/03/17 00:002016/05/05 06:002016/05/05 06:002017/05/19 06:00,2017/05/19 06:00,2016/05/05 06:00,"",1,8,Cancer,doi: 10.1002/cncr.30039,2016 Jul 15;122(14):2186-96
27125587,2016 Apr 29,2016 Apr 29,Sci Rep,Park CHHan DSOh YHLee ARLee YREun CS,Park CH,Eun CS,Role of Fusobacteria in the serrated pathway of colorectal carcinogenesis.,6,"",25271,English,English,101563288,"",2045-2322,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,27125587srep2527110.1038/srep25271PMC48504832712558727125587pmc-id: PMC4850483;,27125587,27125587,27125587,2015/12/10 00:002016/03/30 00:002016/04/30 06:002016/04/30 06:002018/01/23 06:00,2018/01/23 06:00,2016/04/30 06:00,"",1,10,Scientific reports,doi: 10.1038/srep25271,2016 Apr 29;6:25271
